MP_CODE,MP_NAME,Population
274135,KwaMaxwayana,97
274136,Prudhoe,828
274137,Gribaltar Rock,127
276001,Glencairn,502
276002,Nkonkobe ,4846
276003,Cairns,240
276004,Glenmore,166
276005,Otterburn,485
276006,Dunedin,164
276007,Wellsdale,299
276008,Balfour,3102
276009,Fairbairn,362
276010,Bellvale,603
276011,Mhlangeni,323
276012,Tamboekievlei,352
276013,Moreson,264
276014,Cathcartvale A,627
276015,Seymour,2467
276016,Hogsback,1029
276017,Hala,588
276018,KwaKayaletu,1060
276019,Elundini,715
276020,Mmangweni,136
276021,KwaNotenga,145
276022,Magxagxeni,277
276023,Gcado,53
276024,Velani,374
276025,Paleni,220
276026,KwaNomadolo,248
276027,Hopefield,329
276028,Lower Hopefield,527
276029,Pefferkop,344
276030,Mdeni B,127
276031,KwaNgodloza,169
276032,Ngwangwane,28
276033,Jomlo,455
276034,KwaMpundu,335
276035,Gwali,276
276036,Msobomvu,1765
276037,Bergplaas,415
276038,Siphingweni,85
276039,Komkhulu,82
276040,KwaNdlankomo,141
276041,Rhwantsana,98
276042,Mazotshweni,274
276043,Blink Water,787
276044,Fernvilla,527
276045,Kwezana A,298
276046,Majwareni,343
276047,eSigingqini B,501
276048,Machibini,158
276049,KwaMqayisa,221
276050,Mcamama,150
276051,Zixinene,219
276052,Ndlovura,198
276053,Woburn,100
276054,Magwalala,268
276055,KwaNacelwane,174
276056,KwaWezo,236
276057,Nduweni,195
276058,Mpatheni,268
276059,Mdeni A,60
276060,Melani,783
276061,KwaNobanda,142
276062,Mkobeni,133
276063,Komkulu B,61
276064,Lamyeni,419
276065,Luzini,100
276066,Cimezile,281
276067,KwaNgwevu,332
276068,Tyatyora,434
276069,KwaDish,93
276070,Teba,268
276071,Fort Beaufort,25668
276072,KwaMlalandle,522
276073,Rwarwa,777
276074,KwaNtola,724
276075,Jonini,190
276076,KwaNgobe,662
276077,Gaga,588
276078,Mgquba,1014
276079,eNgwabeni,659
276080,KwaNdaba,288
276081,Sinakanaka,995
276082,Mtwaku,356
276083,Ngwalana,472
276084,Ncera,332
276085,Outubeni,79
276086,Lower Endwell,2
276087,Mxali,155
276088,Mabeleni,110
276089,Ngele,447
276090,Gqumashe,562
276091,Nonzwakazi,976
276092,Lenge,322
276115,eDrayini,474
276116,Igudweni A,267
276117,Lalini B,280
276118,Lebanon,483
276119,Cathcartvale B,723
276120,Ngqika,1517
276121,Red Hill,362
276122,kwaSawu,947
276123,Khayamnandi,1342
276124,Sweet,100
276125,Zixotyeni,120
276126,KwaSityi,657
276127,Saki,601
276128,Ngwenya,531
276129,Gaqa,391
276130,Ecingweni,117
276131,Exesi,234
276132,Allandale,414
276133,Gerfield,226
276134,Debe Nek,21
276135,Qolo,481
276136,Debe Valley A,378
276137,Zihlahleni,969
276138,Maipase,1092
276139,Msulungwa,536
276140,Calderwood,197
276141,Tafeni,618
276142,Gqadushe,286
276143,Newtown,778
276144,Debe Valley B,662
276145,Singeni,341
276146,Nduveni,216
276147,Esgangeni,256
276148,Ntonga,513
276149,Lolini,515
276150,Maoibini,445
276151,Mavuvumezini,974
276152,Bulura,302
276153,eMatsamraleni A,54
276154,Mnqaba James,585
276155,Koloni,209
276156,Debe Marela,426
276157,Xukwane,976
276158,Skolweni,228
276159,Komkulu A,230
276160,Pewuleni,619
276161,Esixekweni A,195
276162,Mpozisa,193
276163,Lower Sheshengu,144
276164,Ematsamraleni B,245
276165,eMgwanisheni,282
276166,kuDikidikana,634
276167,Mnqaba Kulile,1252
276168,Ngqolowa A,205
276169,Qibira B,126
276170,Mgxotyeni,486
276171,Qibira A,622
276172,KwaKulile,140
276173,Qibira C,5
276174,Ngqolowa B,572
276175,Ndindwa,448
276176,Dhlawu,1225
276177,Zigodlo,660
276178,Nqcabasa,280
276179,Qutubeni,173
276180,Qamdobowa,594
276181,Zalaza,316
277001,Nxuba ,3302
277002,Bedford,5976
277003,Nonzwakazi,1149
277004,Nyara,1645
277005,Adelaide,6126
277006,Lingelethu,6065
278001,Middelburg,18681
278002,Inxuba Yethemba ,10208
278003,Cradock,36671
279001,Hofmeyr,326
279002,Luxolweni,3354
279003,Tsolwana ,3942
279004,Hopefield,1597
279005,Thorneycroft,757
279006,Prospect,126
279007,Thornhill,5288
279008,Mitfort,2434
279009,Tarkastad,1604
279010,Zola,4455
279011,Rocklands,1532
279012,Beccles,1032
279013,Tentergate,5187
279014,Phelandaba,882
279015,Kwezi,766
279016,Tsolwana,-
280001,Molteno,11553
280002,Inkwanca ,3253
280003,Sterkstroom,3888
280004,Masakhe,3277
281001,Ndumangeni,109
281002,Lukhanji ,6233
281003,Nkonkobe,522
281004,Gcina-L,234
281005,Gcina-P,225
281006,Gcina-M,160
281007,Gcina-O,277
281008,Gcina-AA,273
281009,Gcina-N,251
281010,Xuma,530
281011,Toisekraal,1467
281012,New Deka,1163
281013,Lesseyton,2715
281014,Machibini,787
281015,Ezibeleni,30113
281016,Mamfeneni,413
281017,Queenstown,43971
281018,Mlungisi,24901
281019,Koppies,626
281020,Malsoleni,271
281021,KwaNkcwa,1219
281022,Mthonjeni,977
281023,Mtebele,1705
281024,Mangena,249
281025,Nontloko,99
281026,Maumau,133
281027,Imvani,460
281028,Tshamehlo,205
281029,Ilinge,10689
281030,Glencoe,94
281031,Thembani,494
281032,Ntabelanga,323
281033,Botha's Hoek,176
281034,Bulhoek,214
281035,Qhwabi,228
281036,Lower Merino Walk,516
281037,Angola,1693
281038,McBridge,2127
281039,Lower Zangqokwe,98
281040,Kamastone,785
281041,Upper Zangqokwe,346
281042,Koonoona,672
281043,Fordyce,193
281044,Mceula,424
281045,Xaleni,161
281046,Brakkloof B,1083
281047,Hillisdale,35
281048,Tylden,572
281049,Amaqolomba,26
281050,Lower Didimana,1288
281051,KwaManzikrakra,125
281052,Brakkloof A,917
281053,Lower Hukuwa 1-B,136
281075,Lower Lahlangubo,243
281076,Sisilane,293
281077,Upper Tsitsikama,471
281078,Eardley,399
281079,Engojini,379
281080,Oxton,713
281081,Lower Tsitsikama B,194
281082,Manqondane,126
281083,Embekweni,1343
281084,KwaSisilane,160
281085,Gallawater,183
281086,Matiyeni,624
281087,Lower Hackney,209
281088,Prices Dale,107
281089,Yonda,823
281090,Sibonile  A,831
281091,Mkhanzi,466
281092,Upper Hackney,392
281093,EZweledinga,1022
281094,Allanwater,376
281095,Muswa-D,223
281096,Muswa-C,95
281097,Mtwakazi-A,336
281098,Mtwakazi-B,235
282001,Maqwateni,126
282002,Intsika Yethu ,1617
282003,Mhlonyaneni,129
282004,Bukwana,907
282005,eLeni,202
282006,Nqumakala,316
282007,Emahlathini,471
282008,Arosi,422
282009,Ekuxeni,123
282010,Ezinkomeni,118
282011,KwaHala,300
282012,KuMahlungulu,176
282013,Zigquthu,263
282014,Blasini Village,184
282015,KwaTshatshu,779
282016,Sidwadweni Village,134
282017,Umntla/Maseleni Village,165
282018,Lower Mtingwevu,340
282019,Thabazini,755
282020,Intsika Yethu,10
282021,Maruleni,468
282022,Gcina,1229
282023,Maqingeni,137
282024,Rwantsana,184
282025,Emntla,170
282026,Emzantsi,221
282027,Samela,234
282028,KuMabangula,501
282029,Phelandaba,219
282030,Kulo-Ngqayi,317
282031,Tabazini,306
282032,Mpunga,57
282033,Phesheya Nququ,364
282034,Cungwana,307
282035,Ku-Bhanti,274
282036,Damane,509
282037,Mnqanqeni,476
282038,Fama,27
282039,Tshayelela,211
282040,KuMbaxa,604
282041,KuGongqo,715
282042,Sigangeni,550
282043,Qumanco B,319
282044,Mamfengwini,161
282045,eMawusheni A,396
282046,Lubusi Dam Gate,13
282047,KuNobopa,186
282048,KwaMxonywa,-
282049,KwaMzola,2408
282050,Lahlamlenze,304
282051,Mahlatini B,266
282052,Maqwatini A,612
282053,Diamond,204
282054,Nyongwana B,471
282055,KwaNongqongqwana,997
282056,Qumanco A,391
282057,KwaDlomo,216
282058,Magomeni,168
282059,Botani,213
282060,KuNgqwaru,573
282061,Matafeni,182
282062,Luqolweni,67
282063,eQolweni,246
282064,Nkomfa,182
282065,Ngqwaru,103
282066,Gugwini,96
282067,Jojweni A,428
282068,Zingadini,689
282069,Nyikima,365
282070,Guse,514
282071,Qungu,150
282072,KwaGcina A,329
282073,Mahlengele,1261
282074,Mdarame,507
282075,Cicina,455
282076,Nango,266
282077,Ngcaca,679
282078,Mpotyo,209
282079,KuNongqodi,161
282080,Mampondweni,513
282081,Ngojini,458
282082,Ecwebeni,335
282083,Ekofini,501
282084,Taiwan,267
282085,eLuqolweni,697
282086,Bongweni,234
282087,Engxingweni,67
282088,Makhuzeni,372
282089,Siqikini,229
282090,Siqabeni,610
282091,Cuba,543
282092,Laleni,30
282093,Gesini,338
282094,KuPungutya,574
282095,KuMaya A,360
282096,KuQwebeqwebe,940
282097,Ngonyama,222
282098,KwaMalindi,297
282099,KuNdungwana,484
282100,KuTshatshu,442
282101,Baku,299
282102,Halane,308
282103,KwaGcina,573
282104,Pesikeni,205
282105,Mahlubini A,522
282106,Dratashe,194
282107,Kulufini,717
282108,Mkwezweni,693
282109,Seru,281
282110,Mqorwane,206
282111,Mahlatini A,310
282112,KuMtyamde,467
282113,Mtyamde,130
282114,Maxambeni,174
282115,Nyalasa,179
282116,KwaMtshabe,177
282117,Ncambalala,1270
282158,Komkulu D,557
282159,Mavuso,90
282160,Zicubeni,543
282161,Bulawayo,116
282162,KwaMbombela,440
282163,Nyongwana,144
282164,KuNyongwane A,39
282165,Sigxeni,87
282166,Laljitini,322
282167,Qaqeni,207
282168,Lahlangubo,615
282169,Kwenxuva,92
282170,Emaqamini,270
282171,Bilatye,123
282172,Tshatshu,323
282173,Shushwana,222
282174,Mkuthukeni,279
282195,Ndlunkulu,980
282196,Lokishini,56
282197,Slevini,66
282198,Ntabeni A,1085
282199,KwaNqinwayo,226
282200,eSingeni C,253
282201,Cube,282
282202,Mome,383
282203,Mkonjana,295
282204,Matshaba,538
282205,Nkolweni,480
282206,Qineni,273
282207,Wodehouse,365
282208,Msarweni,605
282209,Qamatsa,69
282210,Mdeni A,611
282211,Ndungwana,156
282212,Ntabeni B,79
282213,Phukwana A,331
282214,Gcingca,303
282215,Kwa-Fourty,362
282216,Mlenze,466
282217,Vukuza,1169
282218,KuLuqolo,324
282219,Mamfeneni,202
282220,Maqwatini B,210
282221,Dlakavu,646
282222,Ngceza,178
282223,Ntozini,190
282224,Mgxobhozweni B,108
282225,Nkomfeni,414
282226,Lalini,657
282227,Mmangweni,1147
282228,Komkulu,212
282229,Banzi,373
282230,Matshona,331
282231,Lusizini,831
282232,Gqogqora,479
282233,Nonqoboqobana,332
282234,Gandu,434
282235,Ncwini,602
282236,KuMaya B,583
282237,Madlotsheni,479
282238,Mkwanti,461
282239,Luxhomo,369
282240,Xuluxomo,911
282241,Mcumngco,905
282242,Qombolo,628
282243,KuHange B,229
282244,eSikobeni,49
282245,Sihobotini,368
282246,Sixotyeni A,478
282247,KuHange A,622
282248,Mthonjeni,268
282249,eMatyolweni,329
282250,Mbudlu,690
282251,St. Mark's,852
282252,Tubeni,217
282253,Mfihlo,73
282254,KwaKwebulana,490
282255,Mqabaqabeni,286
282256,Taleni,166
282257,eNgxingweni A,400
282258,eSixhotyeni,69
282259,Jwayi,483
282260,Mdlokolo,278
282261,Gxwalibomvu,434
282262,Anoves,366
282263,Cofimvaba,8783
282264,Komkulu C,384
282265,Situmba,827
282266,Mazizini A,735
282267,Ntshongeni,198
282268,Tsomo,2108
282269,Tsomo Mission B,172
282270,Mabentseni,612
282271,Nyanisweni,599
282272,Elutshabeni,183
282273,KwaManzi,638
282274,Nontengo,506
282275,Tsomo Mission A,580
282276,Mazizini B,198
282277,Cubeni,221
282278,KwaGubevu,407
282279,Catshile,459
282280,KwaSijula,298
282281,Ndenxa,200
282282,KwaMpotulo,255
282283,Mkobeni,17
282284,Zidulini,268
282285,Ku-Nxaybisa,480
282286,KwaFanti,1072
282287,Ntshingeni,701
282288,KK Village/Mawuleni,140
282289,Xume,267
282290,Daza,365
282291,Maduma,104
282292,Kwa-Shweme,233
282293,Luncwini,817
282294,Qutsa A,820
282295,Eshweni Village,299
282296,Camama,1816
282297,Ngaphezulu,413
282298,Mdeni B,120
282299,Qutsa B,248
282300,KwaNyumane,317
282301,Ntsume,754
282302,Tshetshengwane,549
282303,KwaJara,133
282304,Mtimbini,217
282305,KwaMmangonkone,389
282306,Mjula,977
282307,Pesheya-Kwa-Nqoko,427
282308,KwaNyoka,538
282309,Mgxobhozweni A,222
282310,eNgxingweni B,210
282311,KwaGajaza,78
282312,Nkonxeni,51
282313,Mangweni,191
282314,Upper KuSabalele,537
282315,eNtilini,353
282316,Ehukwini,14
282317,Sixotyeni B,138
282318,Emndeni,193
282319,Tenza,252
282320,Vrystad,440
282321,Thunzini,281
282322,KwaMakaya,222
282323,Makwayini,63
282324,Lulwaneni,215
282325,KwaLuxomo,474
282326,Lower KuSabalele,332
282327,Ndenxe,57
282328,KwaNtsele,325
282329,Kwamayi,445
282330,Kwa Ntshintshi,178
282331,Nkwayi,163
282332,Papasini,257
282333,KwaDukatole,116
282334,Lower Cardiff,409
282335,Sabalele,89
282336,Maxhame,350
282337,KwaMgwenyane,152
282338,Ntshintshi,302
282339,Madyoze,75
282340,Komkhulu,74
282341,KuMdange,368
282342,Nyhaba,133
282343,Xolobe,94
282344,KwaXelihagu,39
282345,Katana,123
282346,Mxhelo,535
282347,Nyandeni,323
282348,Santile,362
282349,Mngwenyama,146
282350,Jojweni B,273
282351,uMzantsi B,436
282352,Gcibaloma,47
282353,eLalini,166
282354,Mtsheko,122
282355,Maselu,41
282356,Mdunjeni,43
282357,Marawuleni,91
282358,Mbulu,500
282359,Gcibala,221
282360,Upper Mbulukweza,241
282361,Ngqumela,163
282362,Mgwatyuzeni,383
282363,Mbulukweza,170
282364,Gugwana,83
283001,Dordrecht,2023
283002,Tjoksville,8238
283003,eMalahleni ,4818
283004,Spongweni,188
283005,Emayaluleni,265
283006,eNtlanjeni,294
283007,Nxomfu,104
283008,Kaalfontein,621
283009,Umlanga,277
283010,Bankini,517
283011,Cancele,250
283012,Indwe A,2
283013,Mzamomhle,1031
283014,Indwe B,2541
283015,Indwe C,1285
283016,Indwe,3075
283017,Vukani,889
283018,Mgwalana,118
283019,Famini,264
283020,Nkalweni,197
283021,Mrhoshweni,252
283022,Mangweni A,178
283023,Qhoboshane,236
283024,KuBoniswa,255
283025,eChibini,175
283026,Ntlanjeni,130
283027,Gbini,347
283028,Gadlume,243
283029,Thaleni,93
283030,Mthini,388
283031,KuJaho,268
283032,Helushe,302
283033,Galax,1040
283034,Gubahoek,186
283035,Boomplaas,511
283036,Mbholomopheni,501
283037,Waterfall,137
283038,Zixinene,495
283039,Bankies,438
283040,Mamfengwini,371
283041,Maqwatini B,156
283042,Tsembeyi,676
283043,Kuzani A,672
283044,Tshamazimba,167
283045,Tsolokazi A,417
283046,Mcwangele,48
283047,Gxojeni,550
283048,Guba,254
283049,Siqikini,376
283050,Ku-Helushe,378
283051,Gans,129
283052,KwaGcina B,317
283053,Kwa-Dukatole,713
283054,Mayireni B,221
283055,Zisoyini,569
283056,Manyosini,638
283057,Kwa-Hala A,646
283058,Lupindweni,414
283059,KuTsembeyi B,1053
283060,Kuzani B,78
283061,KuTsembeyi A,136
283062,KuBatembu,336
283063,Luxeni A,175
283064,KuDyobhudaka,269
283065,Gugulethu,204
283066,eLuxeni A,253
283067,Gugulethu B,123
283068,Mdantsane,435
283069,Mkapusi,1037
283070,New Bright,255
283071,Mmangweni A,176
283072,Phesheya,111
283073,Hala,620
283074,Ngxingwa,301
283075,Sidakeni,242
283076,Sidwadweni,498
283077,Hali No 2,1150
283078,Mandlaneni,182
283079,Zingcaceni,1150
283080,Kwa-Xusha,554
283081,Kwa-Mbhali,342
283082,Kwa-Raqo,650
283083,Bhoqo,270
283084,Lapesini A,224
283085,Deeplevel,743
283086,Agnes,690
283087,eJojweni A,362
283088,Luxeni B,553
283089,Nyinga,100
283090,Hali No 1,642
283091,Tabase,486
283092,Bhomeni,620
283093,Zitzpileni,540
283094,Gugulethu A,229
283095,Ntlalo-Ntle,875
283096,iCumakala,2212
283097,Bomplas,293
283098,Upper Ndonga,809
283099,eJojweni B,274
283100,Sekuyasa,111
283101,Xeni,263
283102,eNgqanda,342
283103,eNgqanda A,337
283104,Zwart Water,302
283105,Thozamisa,344
283106,Gcibala,150
283107,Dum-Dum,768
283108,Dratini,523
283109,eNcalukeni,977
283110,Gomora,536
283111,Rona,892
283112,Greyspan,880
283113,Kwa-Gova,303
283114,Ngonyama,719
283115,Ntshinindeni,467
283116,Mmangweni B,117
283117,Kwa-Ntaka,396
283118,Ku-Fani,169
283119,Kwa-Nzolo,384
283120,Kwa-Hala B,220
283121,Maqwatini A,865
283122,Mazongozini,503
283123,eSixekweni,804
283124,Mayaluleni,425
283125,eLupindweni B,437
283126,Lalini,428
283127,Stoney Craft,828
283128,KuNdonga,1088
283129,eNgqanda B,445
283130,Lady Frere,2510
283131,Bhongolwethu,1514
283132,Zizamele,785
283133,eCacadu,1961
283134,Zingqolweni,1375
283156,eDipini,461
283157,Gqadu,1169
283158,Ngqoko,546
283159,Lumko,85
283181,Holani,572
283182,Manqata,18
283183,Xonxa,793
283184,eGcibhala,558
283185,Kwa-Tshatshu,267
283186,Mtonjeni,212
283187,Nomfutwane,168
283188,Ngxabani,345
283189,Tshatshu,1332
283190,Poltini,94
283191,Makhumeni / Manga,175
283192,KwaGcine,231
283193,Rwantsana,188
283194,Gandu,243
283195,Dwareni,182
283196,Mangweveni,204
283197,Jojo,334
283198,eSihlabeni,275
283199,Mangweni B,168
283200,Kwa-Hala,154
283201,Luxeni,113
283202,Mbeteni,211
283203,Tsolokazi B,278
283204,Nqiningana,828
283205,Makhikhi,737
283206,Mphothulo,489
283207,eMaqwatini,269
283208,eMazimeni,275
284001,Nqancule,145
284002,Mdeni D,294
284003,Singcukeni,229
284004,Engcobo ,1265
284005,Singqumeni B,233
284006,Gubenxa,255
284007,Lixeni A,212
284008,Taleni,279
284009,KuManzimdaka,338
284010,KuManzimdaka A,214
284011,Ncityana B,51
284012,Ngqayi B,259
284013,KuManzimdaka B,391
284014,eNcalukeni,177
284015,eLixeni,369
284016,Smit,351
284017,Mdeni C,353
284018,Mncwasi,106
284019,Singqumeni A,216
284020,Mnyolo,509
284021,Nkanga,203
284022,Didwayo,211
284023,Luxwesweni,56
284024,Sundwane,29
284025,Bulawayo,116
284026,Ratswini,340
284027,eMatylolweni,231
284028,Ntsuba,394
284029,Ngcolo,24
284030,Sitoleni,103
284031,Sitishini,131
284032,Mbabakazi,413
284033,Bumbane A,147
284034,KuHlopekazi,269
284035,Xokonxa B,80
284036,Upper Gqaga,75
284037,Ludadeni,170
284038,Lixeni B,299
284039,Zabasa,506
284040,Daligqili,308
284041,Mboleni A,153
284042,Sidindi,434
284043,Mkonkota,328
284044,Jalisa,278
284045,eSingeni A,198
284046,KuHlaba B,147
284047,eGcabalata,367
284048,eGxojeni,278
284049,KuNtaka B,151
284050,KuZilitole,147
284051,Zigandleni,73
284052,eSikhungwini,69
284074,Lwandlana,491
284075,Ndlunkulu A,269
284076,KuNgubo,299
284077,Zubura,405
284078,Mjeni,331
284079,Gqaka,428
284080,Mhlahlane,271
284081,Gqutyini D,78
284082,Gqutyini E,-
284083,Ziyekeni,699
284084,Elithuthu,371
284085,Mqabo,75
284086,Upper Mgwalana,84
284087,Xokonxa A,206
284088,eLokishini,284
284089,Mtwazi,130
284090,KuGilandoda,299
284091,Tsalaba B,208
284092,Equtubeni,103
284093,Tsalaba A,158
284094,Lower Tsalaba,175
284095,Komkulu B,188
284096,KuLubisi,432
284097,KuCibi,351
284098,Lancede,190
284099,KuGxwalibomvu A,764
284100,Nkungwini,802
284101,Xentu,253
284102,Bumbane B,203
284103,Ngxangxasi B,171
284104,Lubisi,107
284105,KwaBlangwe,127
284106,Luhlalweni,173
284107,KwaMqokoqo,286
284108,Mareleni,166
284109,Mayireni,720
284110,Ntabomvu,457
284111,Sandile,972
284112,KwaFane A,633
284113,KwaYawa,106
284114,KwaCekwe,275
284115,KuNtlanzi,391
284116,Amanzolo,243
284117,KwaNzolo B,309
284118,Mntuntloni,256
284119,Mhlangwini,180
284120,Nkwenkwezi,271
284121,Mgaphesheya,263
284122,Mamfeneni,19
284123,Gqutyini F,104
284124,Mgwalana B,408
284125,Maqwathini,53
284126,Magebeni,155
284127,Magqaqaleni,132
284128,Jumba,486
284129,Makhumeni,426
284130,Nkobole,172
284131,KwaNdobe,199
284132,KuNonyentu,257
284133,Gulandoda,265
284134,Msintsana,145
284135,eMampingeni,231
284136,Magqoleni,644
284137,Gqutyini C,228
284138,Ngxingweni,166
284139,Ntwashini A,302
284140,Gxojeni,668
284141,Mafusini A,310
284142,KwaSese,151
284143,Ngcwabeni,312
284144,Mrhotshozweni,229
284145,Eluqolweni,523
284146,Lower Gqobonco,584
284147,Mabhulwini,211
284148,Sigangeni C,259
284149,Pulangweni,505
284150,Amaqwati,190
284151,Mtini,418
284152,KwaFane B,521
284153,Ntibane A,493
284154,KwaNdima,763
284155,Mamfengwini,576
284156,KuManyisana,386
284157,Nkondlo A,440
284158,KwaLanga,435
284159,KwaZwelinzima,451
284160,Xhibeni,555
284161,Lalini,271
284162,Rasmeni,205
284163,Kwabhinca,70
284164,Mthumeni,77
284165,Bhinca,58
284166,KwaNtaka,349
284167,KwaNzolo A,341
284168,Echibini B,517
284169,KuNdaca,201
284170,Estishini,660
284171,Lower Manyisana,460
284172,Tembisa,514
284173,Gqutyini A,612
284174,Gqutyini B,137
284175,eBiyoni,113
284176,KuMtala,169
284177,Machibini A,307
284178,Cefane,654
284179,Engcobo,9835
284180,Newtown,469
284181,Zola,374
284182,Kobe,455
284183,Sdadeni,1053
284184,All Saints Mission,260
284185,Mxesibe,659
284186,Mcinga,694
284187,Phesheya Vayizana,299
284188,Mafusini B,374
284189,Mkanzi,414
284190,Gwetyubeni,489
284191,Drayini A,283
284192,Ntywenka,246
284193,Caca,295
284194,Matyeni,344
284195,Engxogi,605
284196,eMadizeni,352
284197,Mantlaneni,250
284198,eNtabeni,284
284199,eXuka,343
284432,Manqoyi,193
284433,Qabaephezulu,104
284434,KwaNdungwane,386
284435,eQolweni A,138
284436,KuNabileyo,317
284437,KuNgcataru,220
284438,KwaSibonda,356
284439,eJojweni A,152
284440,Ndaba,205
285001,Elliot,14376
285002,Sakhisizwe ,3499
285003,KuZikhonkwane,333
285004,uLahlangubo,154
285005,Sdakeni,79
285006,Nkunzaneni,373
285007,Xonya,289
285008,eChibini,370
285009,Galili 1,285
285010,Galili 2,246
285011,Macangceni,258
285012,Trust,249
286123,Ncembu,1866
286124,Ngxaza,2370
286125,Zwelitsha,315
286126,Hopedale,193
286127,Hardale,640
286128,Mgcantsi,584
286129,eMahlathini,145
286130,Fameni,93
286131,eThembalethu,123
286132,eJojweni,355
286133,eDiphini,301
286134,Stinkoro,278
286135,Rhodesia,311
286136,Mlamlankunzi,144
286137,Mabalane,200
286138,eTshubutshezi,196
286139,Lokishini,722
286140,Qhobong,326
286141,Sakhute,388
286142,Platana,25
286143,KwaJozana,113
286144,Mafusini,142
286145,Mcwangele,92
286146,Magutyubeni,241
286147,Swaswuba,77
286148,Mcambalala,264
286149,Sapulanduko,154
286150,Matugulu,274
286151,Golomane,547
286152,eTombelihle,244
286153,KuMagwaca,367
286154,eHlangalana,90
286155,Goji,315
286156,KuMbulunga,100
286157,Njaboya,220
286158,Lubalweni,256
286159,Sihomhom,640
286160,Luxeni,241
286161,Mdeni,1183
286162,Diphini,234
286163,Mamfengwini,134
286164,Bhantini,468
287034,Mahlabaneng,773
287035,Maralaneng,376
287036,Rooisand,622
287037,Makojong,211
287038,Matikisong,165
287039,Masaleng,809
287040,Matlapaneng,1107
287041,Mapoliseng,324
287042,Nongogo,733
287043,Mpoki,423
287044,Greensiden Terminus,392
287045,Mparolo,723
287046,Rooiwal,634
287047,Hobeng,746
287048,Tlakong,426
287049,Makuyaze,375
287050,Dulcies Nek,182
287051,Mbini,389
287052,Mtsila,464
287053,Ngxingweni,266
287054,Era,452
287055,Musong,1420
287100,Cowville,683
287101,Blikana,1690
287102,Fort Hook,1128
287103,Ndungunya,435
287104,Pelandaba Mission,234
287105,Bensonvale,541
287106,Mahlubini,450
287107,Brayini,196
287108,Hlantjwa,144
287109,Munywini,166
287110,Mazizini,201
287111,Nxamagele,286
287112,KwaRob,149
287113,eNtsimekweni,2870
287114,Kgapamasi,571
287115,Payindira,121
287116,Nkampini,334
287117,Jozana's Hoek,283
287118,Stophine,271
287119,Magwiji,646
287120,Maxeba,1167
287121,Magadla A,403
293086,Mrholweni,126
293087,Mzuzanto,314
293088,Detyane,171
293089,Mahlungulu,1542
293090,Mhlabamnyama,1213
293091,Mjikwa,209
293092,Komkhulu,205
293093,Bhubesini,274
293094,Madukuda,105
293095,Mangwaneni,309
293096,Sapompolo,118
293097,Mabolompa,570
293098,Langeni,1581
293099,Debeza,1009
293100,Gwexa,364
293101,Caba,205
293102,Mcoboti,237
293103,Kwandaya,270
293104,Belekence,305
293105,Ngqakaqeni,242
293106,Mpetsheni,196
293234,Nkululekweni,199
293235,Manzana,902
293236,Manka,424
293237,Mfabantu,582
293238,Mbokothwana,692
293239,Elalini,495
293240,Santini,292
293241,Qhotira,310
293242,Ntshiqo,827
293243,Kugandana,414
293244,Ezifama,301
293245,Ntababusuku,155
293246,Notsweleba,147
293247,Cingco B,70
293248,Xhokonxa,187
293249,Ntlazi,528
293250,Nogaya,347
293251,Mabaleni,667
293252,Magcakeni,956
293253,Ngqubusini,946
293254,Qebeyi,815
284200,eMafusini,211
284201,KwaMhlontlo,262
284202,Mgwalana A,229
284203,Maxesibeni,176
284204,KuPahla,502
284205,Ntibane B,435
284206,KuNtaka A,210
284207,Ngwangwane,672
284208,Mangxongweni,571
284209,Macwhereni,957
284210,Efameni,276
284211,KwaGcina,266
284212,eMdungunyeni,224
284213,eSixholosi,658
284214,Mateni,277
284215,KuMazikanyi,196
284216,Namqamkazini,244
284217,eDrayini,257
284218,Nyanga,835
284219,Kalinyanga,528
284220,Mbombombo,85
284221,eNdungunyeni,159
284222,Lower Ndungunyeni,150
284223,Upper Mangxongweni,117
284224,Upper Nzolo,458
284225,Ntlelelengwane,509
284226,KwaXoxo,238
284227,eNgcacu A,508
284228,Cwane,295
284229,eNgcacu B,249
284230,KuNqezantsi,175
284231,KuMaqanda,141
284232,KwaNtondo,530
284233,KwaSitelo,399
284234,eMacwereni,409
284235,KwaNqinwayo,611
284236,Mhlopekazi,875
284237,Mampondweni,177
284238,Manxingweni,272
284239,Madladleni,433
284240,Sigodlweni,222
284241,Machibini B,148
284242,KwaTshatshu B,421
284243,eJojweni B,220
284244,Mampingeni,313
284245,Mhlontlo,294
284246,Bojane,278
284247,Sikobeni,726
284248,Mtebele,289
284249,Siqingqini,357
284250,Sigingqini,200
284251,KuKanyi,318
284252,Ngxabane,151
284253,Xuka,239
284254,Lower Mangxongweni,204
284255,Ntwashini B,161
284256,Kanyi,289
284257,Lower Nzolo,275
284258,Ndlela,167
284259,Swekileni,229
284260,KuNqumakala,245
284261,Mazangweni,476
284262,KwaLandu,472
284263,KwaDlomo A,270
284264,Lucwecwe A,371
284265,Macubeni,205
284266,Embo,194
284267,eQolweni B,339
284268,Lucwecwe B,326
284269,Ntlakwendlela,394
284270,Mkhobeni,270
284271,eMantlwaneni,299
284272,KwaMaya,601
284273,Nkondlo B,490
284274,KuNgcebengwana,122
284275,Miyeni,288
284276,Mdeni B,702
284277,Upper Komkulu,374
284278,Sixotyeni,159
284279,KwaNgxabane,100
284280,Luhewini,304
284281,KwaVetyu,392
