MP_CODE,MP_NAME,Population
799013,Bultfontein,2147
876039,Mangweni,22948
876040,Hlengesha,3966
876041,Sikhwahlane,2316
876042,Madaneni,4992
876043,Magogeni,7396
876044,Hoyi,855
876045,Mbangwane,2441
876046,KwaMandulu,8688
876047,KwaSipunu,2145
876048,Goba,1666
876049,Sibange,3332
876050,Mgobode,10113
876051,Magudu,4002
876052,Masibekela,10725
876053,Nsizwane,1414
876054,Mbuzini,9988
876055,Thambokhulu,1494
876056,Mananga,2440
877001,Umbabat Nature Reserve,204
877002,Klaserie Private Nature Reserve,314
877003,Timbavati,349
966030,Mianzwi,1928
966031,Maraxwe,943
966032,Mbahela,852
966033,Muhotoni,672
966034,Makonde,6077
966035,Luvhimbi,2296
966036,Munangwe,365
966037,Phaswana,1513
966038,Tshifudi,2343
966039,Dzivhadolo,1566
966040,Magomani,2734
966041,Masiwane,1257
966042,Buluni,382
966043,Manzemba,608
966044,Dimani,807
966045,Madzimu,5213
966046,Muhuyu,698
966047,Thenzheni,1845
966048,Gonani,372
966049,Ka-Xikundu B,1412
966050,Ka-Xikundu,4452
966051,Khubvi,10271
966052,Damani,1336
970089,Seroba,1719
970090,Ga-Matlapa,1787
973001,Ha-Madikana,3668
973002,Mohodi,13127
973003,Ga-Maponto,4530
973004,Molemole ,6544
973005,Westphalia,1026
973006,Ga-Moleele,596
973007,Moshasha,76
973008,Schellenburg,352
973009,Koekoek,420
973010,Ga-Mokwele,174
973011,Ga-Mabotha,114
973012,Shashe,382
973013,Ga-Poopedi,343
973014,Tshitale,654
973015,Manthata,450
973016,Ga-Mokgehle,555
973017,Mogwadi,4045
973018,Brussels,803
973019,Schoonveld,577
973020,Sakoleng,584
974118,Laaste Hoop,532
974119,GaMmamatsha,3399
974120,GaRamphere,2298
974121,Tsebela,704
974122,Makubung,218
974123,GaMolepo,4048
974124,GaMothapo,1604
974125,GaSebati,2363
974126,Percy Fyfe,-
974127,GaMogano,1881
974128,Ga-Lekgothoane,1156
974129,Lithupaneng,1980
974130,GaTshwene B,831
974131,Mphogodiba,447
974132,GaMathiba,1869
974133,Matobole,2566
974134,Sekgweng,1067
974135,Makatiane,721
974136,GaThaba,3042
974137,Ga-Maja,8053
974138,GaTshwene A,2117
974139,Tshwene,2018
799014,Vastfontein,837
799015,Grootvlei,1786
799016,Wallmannsthal,646
799017,Downbern,603
799018,Roodeplaat,912
799019,Waterval,2517
799020,Haakdoornboom,4309
799021,Soshanguve,403162
799022,Soutpan,2157
799023,New Eersterus,35059
799024,Stinkwater,39201
799025,Dilopye,3874
799026,Tshwane ,16831
799027,Doornkraal,366
799028,Onverwacht,1518
799029,Winterveld,120826
799030,Mabopane,110972
799031,Makanyaneng,1127
799032,Tsebe,2702
799033,Hebron,2321
799034,Ga-Rankuwa,90945
799035,Pretoria,741651
799036,Bon Accord,2270
799037,Akasia,59455
799038,Thembisile,1809
799039,Pebble Rock Golf Village,357
799040,Kameelfontein,212
799041,Sable Hills Waterfront Estate,462
799042,Leeufontein,1788
799043,Kameeldrift,6727
799044,Derdepoort,1168
799045,Baviaanspoort,2456
799046,Mamelodi,334577
799047,Eersterust,29676
799048,Refilwe,19757
799049,Cullinan,8693
799050,Rayton,8166
799051,Donkerhoek,3472
799052,Mooiplaas,14979
799053,Nellmapius,56111
799054,Ekangala,48493
799055,Rethabiseng,10964
799056,Atteridgeville,64425
799057,Saulsville,105208
799058,Laudium,19102
799059,Centurion,236580
799060,Cheetah Park,27
799061,Zithobeni,22434
799062,Roodepoort,1915
799063,Wageenbietjieskop,694
799064,Vaalbank,1458
799065,Kungwini Part 2,8738
799066,Zwavelpoort,1148
799067,Boschkop,623
799068,Kleinfontein,347
799069,Keinfontein,121
799070,Rietfontein,594
799071,Grootfontein,1460
799072,Bronkhorstspruit,12470
799073,Bonamanzi Marina and Country Club,4
799074,Tweedracht,439
799075,Tierpoort,1167
799076,Bashewa,1015
799077,Kameelkraal,1222
799078,Olievenhoutbos,70863
799079,Blue Hills,-
860001,Vygeboomdam,115
860002,Albert Luthuli ,14267
860003,Maryvale,112
860004,Manzana,6922
860005,Badplaas,582
860006,Avontuur,781
860007,Nooitgedachdam,50
860008,Mbejeka,514
860009,Tjakastad,12711
860010,Nhlazatje,28224
860011,Embhuleni,595
860012,Malahleka,333
860013,Theeboom,418
860014,Dibaba,107
860015,Engonini,427
860016,Manaar,965
860017,Ekulindeni,4521
860018,Aarnhemburg,504
860019,Lukwatini,13149
860020,Carolina,16846
860021,Nhlaba,779
860022,Enkhaba,525
860023,Mooiplaas,4196
860024,Modergat,241
860025,eMlondozi,-
860026,Kalwerskraal,91
860027,eMbangweni,2879
860028,Vlakplaas,598
860029,Esgwili,2504
860030,eMphelandaba,532
860031,Etjelembube,2165
860032,Houtbos,1215
860033,Maphundlwane,1318
860034,Phophonyane,444
860035,Dundonald,4764
860036,Redhill,4861
860037,Glenmore,7180
860038,Holeka,2520
860039,Betty's Goed,1489
860040,Hereford,1400
860041,Mafumulo,1077
860042,Robinsdale,1165
860043,Waverley,863
860044,Caithness,136
860045,Mayflower,13547
860046,Maxflower Gate,2401
860047,Izidonga,694
860048,Ndonga,268
860049,Dumbarton,281
860050,Fernie,15693
860051,Diepdale,6768
860052,Northdene,388
860053,Davale,885
861001,Warburton,2847
861002,Msukaligwa ,29429
861003,Chrissiesmeer,4012
861004,Breyten,14347
861005,Lothair,6099
861006,Davel,1193
861007,KwaDela,3781
861008,Ermelo,83865
861009,Camden,674
861010,Jerico Dam Nature Reserve,-
861011,Jericho,197
861012,Sheepmoor,2727
861013,Morgenstond Dam Nature Reserve,207
862001,Amsterdam,6769
862002,KwaThandeka,7289
862003,Mkhondo ,61942
862004,Iswepe,2833
862005,Saul Mkhizeville,25039
862006,KwaNgema,1006
862007,Ngema Tribal Trust,5590
862008,Nkosanjaneni,1654
862009,Piet Retief,57428
862010,Dirkiesdorp,2432
863001,Amersfoort,12335
863002,Seme ,15574
863003,Majuba,65
863004,Palmietfontein,1670
863005,Daggakraal,17378
863006,Paardekop,5081
863007,Wakkestroom,6852
863008,Volksrust,24281
864001,Morgenzon,1893
864002,Sivukile,5754
864003,Lekwa ,20901
864004,Tutuka,67
864005,Thuthukani,2664
864006,Standerton,43966
864007,Sakhile,40418
865001,Siyathemba,22768
865002,Balfour,3201
865003,Dipaleseng ,4047
865004,Greylingstad,839
865005,Nthorwane,6119
865006,Grootvlei,5415
866001,Leandra,2023
866002,Lebohang,31553
866003,Govan Mbeki ,10560
866004,Kinross,15246
866005,Evander,10166
866006,Secunda,40198
866007,Trichardt,3851
866008,Bethal,60779
866009,Leslie Gold Mines,456
866010,Langverwag,50
866011,Embalenhle,118889
868012,Ikageng,65
868013,Pambili,41
868014,New Largo,252
868015,Wilge,718
868016,Masakhane,3740
868017,Phola,31885
868018,Wolwekrans,249
868019,Ogies,1230
868020,Springbok,1153
868021,Rethabile,551
868022,Phoenix,2
868023,Reedstream Park,5387
868024,Thubelihle,13251
868025,Ga-Nala,15237
869001,Kranspoort,389
869002,Steve Tshwete ,26079
869003,Piet Tlou,5039
869004,Mhluzi,76462
869005,Middelburg,87348
869006,Rietkuil,3635
869007,Pullens Hope,3439
869008,Blinkpan,1207
869009,Komati,1821
869010,Hope,471
869011,Sizanane,1155
869012,KwaZamokuhle,20427
869013,Hendrina,2359
870001,Sakhelwe,4664
870002,Dullstroom,558
870003,eMalahleni ,10146
870004,Emgwenya,6178
870005,Waterval Boven,7
870006,eMakhazeni A,4564
870007,Siyathuthuka,12159
870008,eNtokozweni,8835
870009,Machadodorp,106
871001,Mathys Zyn Loop-A,4907
871002,Thembisile ,4841
871003,Dipasana,1835
871004,Bhundu,3797
871005,Mkobola,9166
871006,Kwaggafontein,45104
871007,Somphalali,1853
871008,eNgwengameni,721
871009,Die Bron Vakansiedorp,49
871010,LithuliVillage,2557
871011,Kameelpoortnek,29716
871012,Enkeldoornoog,27554
871013,Tweefontein,67902
871014,Vlaaklaagte,12098
871015,Gemsbokspruit,6793
871016,KwaMhlanga Crossroads,18604
871017,Leratong,14032
871018,KwaMhlanga,7123
871019,Moloto,29634
871020,Verena,20793
871021,Sehlakwana,1380
872001,Lefiso,3614
872002,Lefiswane,4847
872003,Ditlhokwe,2181
872004,Dr JS Moroka ,802
872005,Mmaduma,406
872006,Terateng,4036
872007,Seabe,7683
872008,Marapyane,10886
872009,Moretele,5614
872010,Leseleseleng,1763
872011,Koedoespoort,3407
872012,Senotlelo,6773
872013,Ramantsho,138
872014,Dihekeng,654
872015,Matimpule,4432
872016,Ramokgeletsane,2921
872017,Thabana,4329
872018,Semohlase,95
872019,Mmamethlake,7888
872020,Nokaneng,7462
872021,Moletji,166
872022,Loding,4363
872023,Mapoch,9169
872024,Ga-Morwe,9021
872025,Mogononeng,1340
872026,Siyabuswa,36882
872027,Maganagobuswa,8586
872028,Kgobokwane,1901
872029,Makometsane,1735
872030,Ukukhanya,2745
872031,Allemansdrift,11307
872032,Vaalbank,12814
872033,Madubaduba,5206
872034,Borolo,7426
872035,Phake Thabeng,1155
872036,Phake,8394
872037,Masobye,8227
872038,Mantlole,683
872039,Metsemadiba,2455
872040,Waterval,7381
872041,Marothobolong,2956
872042,Matshiding,5484
872043,Magola,3219
872044,Morwe,759
872045,Leeufontein,8158
872046,Pieterskraal,6295
872047,Moteti,416
872048,DrJSMoroka ,-
872049,Kameelpoort,1535
873001,Leroro,4165
873002,Blyde River Canyon Nature Reserve,58
873003,Matibidi,6476
873004,Thaba Chweu ,17527
873005,Moremela,5112
873006,Pilgrim's Rest,1721
873007,Graskop,3996
873008,Simile,6932
873009,Sabie,9148
873010,Vertroosting,-
873011,Lydenburg,863
873012,Mashishing,40714
873013,Sterkspruit,373
873014,Lisbon,67
873015,Bosoord,1130
873016,Brooklands,94
873017,Buffelskloof,10
874001,Sandfort,783
874002,Mahukule A,224
874003,Mbombela ,26658
874004,Villa Sabie,26
874005,Tshabalala,15022
874006,Hazyview,4236
874007,Nkambeni,7801
874008,Mahushu,16947
874009,Numbi,7696
874010,Bhekiswayo,4632
874011,Salubindza,4698
874012,Nyongane,5437
874013,Mthimba,7668
874014,Phola,16533
874015,Swalala,7954
874016,Manzini,7992
874017,Mgcobaneni,3264
874018,Jerusalem,8813
874019,Lundi,4514
874020,Legogote,6207
874021,Phameni,1978
874022,Kruger National Park,2349
874023,Makoko,3026
874024,Ga-Tshwene,3354
874025,Nsikazi,768
874026,Malekutu,7538
874027,Khumbula,6717
874028,Gutshwa,14643
874029,Gutshwakop,7318
874030,Nkohlakalo,4534
874031,Kabokweni,21905
874032,Phathwa,5084
874033,White River,16639
874034,Forsicht,209
874035,Buyelani,236
874036,Mahukube,424
874037,Backdoor,2997
874038,Dwaleni,6087
874039,Primkop,-
874040,Siphelanyane,942
874062,Entokozweni,1342
874063,Tekwane,8526
874064,Karino,559
874065,Mbombela,58672
874066,Renosterkop,288
874067,Mpakeni,1394
874068,Elandshoek,1177
874069,Starvation Creek Nature Reserve,-
874070,Berlin State Forest,362
874071,Matsulu,47306
874072,Makawusi,2625
874073,Ngodwana,3483
875001,Bonanza Gold Mine,1608
875002,Umjindi ,15925
875003,Glenthorpe,667
875004,Staatsgrond,297
875005,Verulum,3420
875006,Barberton,11997
875007,Emjindini,33241
876001,Kruger National Park,418
876002,Marloth Park,1000
876003,Nkomazi ,22427
876004,Komatipoort,4683
876005,Lebombo,174
876006,Emjejane,3096
876007,Riverside,546
876008,M'hati,472
876009,Malalane,3486
876010,Kaapmuiden,270
876011,Vlakbult,7736
876012,Kamhlushwa,21832
876013,Sidlamafa,4316
876014,Phiva,4832
876015,Ka-Sibhejane,14353
876016,Sibayeni,24134
876017,Kamaqhekeza,21192
876018,Ngwenyeni B,3542
876019,Mhlambanyatsi,9219
876020,KaMatsamo,23257
876021,Embhojeni,12589
876022,Albertsnek,2490
876023,Shiyalongubo,280
876024,Louieville,1364
876025,Lilydale,306
876026,Sincobile,470
876027,Tonga B,17333
876028,KwaZibukwane,5293
876029,Tonga A,8676
876030,Mzinti,11412
876031,Emtfuntini,11323
876032,Driekoppies,18498
876033,Middelplaas,4365
876034,Matsamo,2289
876035,Ntunda,3425
876036,Ngwenyeni A,10441
876037,Boschfontein,7811
876038,Skoonplaas,2757
877004,Thornybush Game Reserve,282
877005,Kruger National Park,385
877006,Manyeleti Game reserve,114
877007,Phungwe,405
877008,Bushbuckridge ,1070
877009,Mariepskop State Forest,4
877010,Salique State Forest,40
877011,GaBoelang,3696
877012,Moloro,2053
877013,Maotole,3834
877014,Welverdiend,7601
877015,Acornhoek,33529
877016,Mamelodi,3619
877017,Mapaleng A,2206
877018,Pelindaba,1768
877019,Khielang,1178
877020,Kgapamadi,5049
877021,Tsakani,8907
877022,Xikhusese,13324
877023,Mapaleng B,836
877024,Bolla-Tau,12703
877025,Hlalakahle,992
877026,Islington,4560
877027,Burlington,4154
877028,Hlavekisa,2563
877029,Clare A,2518
877030,Rooiboklaagte A,1723
877031,Gottenburg,400
877032,Thulani,1551
877033,New Line,1843
877034,Motlamogatsane,2169
877035,Mokhololine,1569
877036,Hluvukani,9631
877037,Clare C,804
877038,Thorndale,514
877039,Clare B,254
877040,Seville C,480
877041,Rooiboklaagte B,3650
877042,Ga-Josepha,4329
877043,Graigieburn,1394
877044,Setlhake,741
877045,Seville A,588
877065,Humulani,2694
877066,Landela B,1080
877067,Maripe,2949
877068,Tshunelani A,125
877069,Thulamahashe,13333
877070,Godide,6291
877071,Kumana,5235
877072,Merry Pebble Stream,6905
877073,New Forest B,4386
877074,Violetbank D,3815
877075,Rivoni,1424
877076,Violetbank A,376
877077,Madyembeni,7210
877078,Shata,3073
877079,Violetbank C,2583
877080,Orinoco A,5884
877081,Relani,1989
877082,Mafemani,20389
877083,Buyisonto,10472
877084,Maviljan B,4717
877085,Orinoco C,2858
877086,New Forest A,1731
877087,Violetbank B,60
877088,Zoeknog A,4055
877089,Dumfries C,813
877090,Dumfries B,1804
877091,Dumfries A,1950
877092,Sabi-Sand Game Reserve,1242
877093,Mhlumeni,6221
877094,Shatale,9155
877095,Thabakgolo,5939
877096,Masakeng,1051
877097,Matshaye,1640
877098,Manyakatana,4532
877099,Matsavana,5157
877100,Croquet Lawn B,560
877101,Xanthia,3615
877102,Khomanani,3276
877103,Mphenyatsatsi,2159
877104,Masana,1616
877105,Bushbuckridge,2109
877106,Maviljan A,6829
877107,Mapulaneng View,3840
877108,Croquet Lawn A,2816
877109,Metsi,1809
877110,Matenten,4185
877111,Lillydale,6799
877112,Rulani,2485
877113,Malamule,813
877114,Kamalamule,8766
877115,Tiyimeleni B,2992
877116,Tiyimeleni A,4989
877117,Legokgwe,12064
877118,Oakley,1648
877119,Teka Mahala,2301
877120,Hlanganani,21506
877121,Marongwane,1982
877122,New Market Manor,288
877123,Waterval,2506
877124,Mabharule,2200
877125,Hundzukani,2947
877126,Mahlobyanini,3908
877127,Fayini,1722
877128,Chavelagaza,89
877129,Jongilanga,235
877130,Mathibela,968
877131,eMakhazeni B,6118
877132,Marite,8657
877133,Sekrepeng,2024
877134,Khokhamoya,9466
877135,Mkhuhlu,35864
877136,Sabie Park,121
877137,Jim Brown,2552
877138,Mahukule A,6635
877139,Hoxani,86
877140,Mahukule B,2432
877141,Mangwazi,61
960001,KaNwadzekudzeku,3606
960002,Greater Giyani ,1801
960003,Shivulani,4525
960004,KaMininginisi,6021
960005,Mbatlo,495
960006,KaTomu,2472
960007,Muyexe,3228
960008,KaMavalani,5129
960009,Mlhava,1043
960010,Sifasonke,2391
960011,KaNghalalume,2855
960012,KaXikukwani,5437
960013,Nwamatatane,872
960014,Wagendrift,153
960015,Thomo,5520
960016,KaNkuri,2030
960017,KaMakoxa,4457
960018,Ntsuki,1064
960019,Khomanani,1197
960020,KaNdengeza,4637
960021,Ntsanwisi,61
960022,Khakhala,2024
960023,Gonono,1140
960024,Kruger National Park,279
960025,Babangu,1745
960026,KaMapuva,4061
960027,KaHhlaneki,3942
960028,KaSiandana,6418
960029,Giyani,25954
960030,Hlopekani,5643
960031,Hluphekani,574
960032,KaGaula,2478
960033,KaMaswanganyi,2318
960034,KaHomu,8059
960035,Phikela,1671
960036,Bode,2012
960037,KaDizingidzingi,3490
960038,Maxabela,1840
960039,Ghandlanani,2279
960040,Mahlathi,2862
960041,Muhlahlandlela,1934
960042,Basani,2217
960043,Rivala,1304
960044,KaMapayeni,3662
960045,KaNgove,6376
960046,KaNwamakena,3044
960047,Dingamanzi,1366
960048,Ximausa,2507
960049,Nwakhuwani,439
960050,Ndindani A,1834
960051,Shimange,2371
960052,KaSikhunyane,3561
960053,Vuhehli,1703
960054,Blinkwater,2850
960055,KaNkomo,6816
960056,Botshabelo,1477
960057,Sekhiming,1763
960058,Hlomela,896
960059,Northhampton,1231
960060,Xawela,4037
960061,KaXikhumba,2716
960062,Bambeni,1882
960083,KaKhaxani,2104
961001,Iketleng,771
961002,Kwatane,800
961003,GaPhooko,2093
961004,Staseni,219
961005,Raphahlelo,217
961006,Mahembeni,1970
961007,Makwidibung,1233
961008,Moshate,1858
961009,Roerfontein,2144
961010,Greater Letaba ,10926
961011,Rakgara,416
961012,Mamaila,9632
961013,Nakampe,4260
961014,Makgakgapatse,2021
961015,Sedibeng,1689
961016,Vaalwater,1567
961017,Chabelane,564
961018,Tshamahansi,3173
961019,Sephukubje,3135
961020,Monate,315
961021,Dinkateng,49
961022,Rotterdam,4649
961023,Duvula,959
961024,Phongololo,2625
961025,Morakeng,1051
961026,Mothatsohle,1040
961027,Motsemokola,1359
961028,Senwamokgope,4447
961029,Lemondokop,4099
961030,Blinkwater,38
961031,GaMaupa,1366
961032,Bellevue,4394
961033,Jokong,1930
961034,Tshamiseka,423
961035,Mamokgadi,1187
961036,Mpepule,1285
961037,Sekhiming,205
961038,Makgakabeng,2369
961039,Mohlabeng,2781
961040,Lebaka,1898
961041,Thakgalane,4691
961042,Kuranta,1329
961043,Shamfana,976
961044,Sekgoses,16
961045,GaMaphale,4641
961046,Northampton,341
961068,Boshakge,488
961069,Tlatsa,557
961070,Matshwi,5778
961071,Lenokwe,989
961072,Kopje,812
961073,Sebepe,1060
961074,Mabumuleng,65
961075,Motlhakamasoma,295
961076,Rasobi,75
961077,Madibeng,821
961078,Shotong,4389
961079,GaMoroko,1007
961080,Ga-Mothombeki,1254
961081,Hlohlokwe,1105
961102,Rabothatha,699
961103,GaMokwasela,2377
961104,Makhupe,338
961105,Mamakata,373
961106,Motsinoni,1220
961107,Ramphenyane,410
961108,Sephatwene,4994
961109,Moshakga,755
961110,Mamphakathi,856
961111,Modjadjiskloof,1815
961112,Mokgoba,2557
962001,Senakwe,2604
962002,Ga-Matipane,6440
962003,Tzaneen ,25582
962004,GaMoloko,388
962005,Mabyepelong,1373
962006,GaMokgwathi,4599
962007,Morapalala,1629
962008,Mawa,4872
962009,Modjadji,724
962010,Ga-Modjadji,1118
962011,Mothomeng,2352
962012,Kgwekgwe,135
962013,Shotong,40
962014,Ga-Mookgo,2303
962015,Shirulurulu,4225
962016,Runnymede,5533
962017,GaWally,3676
962018,Miragoma,4495
962019,Pjapjamela,490
962020,Sethone A,749
962021,Botludi,1437
962022,Moruji,5265
962023,Thako,2656
962024,Jokong,2659
962025,Moleketla,3123
962026,Motupa,6954
962027,Mariron,5119
962028,Relela,3990
962029,Sethone B,2276
962030,Bokhuta,1485
962031,Mapitula,2084
962032,Ga-Kubjana,2353
962033,Cochock,-
962034,Ka-Xihoko,4634
962035,Mavele,4818
962036,Joppie,2753
962037,Leokwe,661
962038,Fobeni,1565
962039,Thapane,3282
962040,Babanana,1709
962041,Mosiphane,1599
962042,Nganganoyi,2053
962043,Nwamitwa,8672
962044,Lwandlamuni,504
962045,Mandlhakazi,7555
962046,Mugwazini,1382
962047,Nkamboko,9983
962048,Tzaneen,14571
962049,Nkowakowa,22484
962050,Mokgolobotho,6256
962051,Dan,20375
962052,KaMayomela,2555
962053,Petanenge,4117
962054,Lenyenye,12099
962055,Mohlaba,12653
962056,Moime,5000
962057,Letsitele,406
962058,Mariveni,6055
962059,Shihungu,602
962060,Zangoma,1910
962061,Driekoppies,808
962062,Clearwaters Cove,105
962063,Khujwana,11237
962064,Longvalley,5692
962065,Magoboya,5583
962066,Misty Crown,98
962067,Nature Reserve,98
962068,Haenertsburg,282
962069,Mulati,3110
962070,Mafarana,2554
962071,Ntsako,1461
962072,Bonn,2752
962073,Lefara,1004
962074,Sedan,1702
962075,Rita,4635
962076,Marumufase,2097
962077,Tikiline,7694
962078,Ritakop,3216
962079,Mangweni,1473
962080,Gabaza,2413
962081,Burgersdorp,6347
962082,Mokomotsi,2147
962083,GaRakoma,2005
962084,Tlhabine,3600
962085,Yosmite,1322
962086,Sunnyside,4612
962087,Myakayaka,4929
962088,Makudibung,7629
962089,Serare,1390
962090,Maake,3583
962091,Shiluvane,2049
962092,New Phepeng,4178
962093,Nyanyokane,1762
962094,Pharare,3510
962095,Mogapeng,2702
962096,Rhulane,3080
962097,Bodweni,646
962098,Moname,652
962099,Hoveni,1518
962100,Mashilwane,1434
963001,Priska-Majeje,626
963002,Ba-Phalaborwa ,6131
963003,Ga-Selwana,5263
963004,Mahale,1825
963005,Nondweni,984
963006,Kruger National Park,1499
963007,Phalaborwa,13108
963008,Majeje,40225
963009,Murchison,1288
963010,Ben Farm,12757
963011,Namakgale,36365
963012,Ga-Makhushane,12499
963013,Gravelotte,1098
963014,Ga-Mashishimale,13920
963015,Maseke,2752
963016,Vuyelani,291
963017,Leydsdorp,6
964001,Calais,2484
964002,Maruleng ,7330
964003,Loraine,5430
964004,Moshate,1830
964005,Jerusalem,837
964006,Kanana,1201
964007,Hlohlokwe,8472
964008,Shikwane,2492
964009,Sofaya,2803
964010,Balloon,3093
964011,Bismark,2705
964012,Mathlomelong,1447
964013,Metz,6350
964014,Moetladimo,117
964015,Makgaung,4648
964016,Sefikeng,6
964017,Madeira,3844
964018,Enable,2416
964019,Worcester,1004
964020,Khutsong,249
964021,Harmony,23
964022,Turkey,7597
964023,Butchwana,1505
964024,Molalane,1838
964025,Sandton,2021
964026,Sadawa,3963
964027,Mamietja,1302
964028,Mabins,3507
964029,Finale,2793
964030,Air Force Hoedspruit,2
964031,The Oaks,4068
964032,The Willows,3853
964033,Hoedspruit,3157
964034,Kampersrus,465
966029,Tshiombo,1415
966076,Vhufuli,3626
966077,Ngwenani,6254
966078,Tshilapfene,1495
966079,Ha-Radali,2052
966080,Mukumbani,2431
966081,Ha-Matsika,1120
966082,Thononda,1944
966083,Makuleke,4502
966084,Tshithuthuni,2031
966085,Lutomboni,529
966086,Ntlhaveni B,1854
966087,Malavuwe,2362
966088,Mangondi B,1275
966089,Nsimbhi,1885
966090,Thathe Vondo,94
966091,Tshikonelo,4809
966092,Basani,3408
966093,Ka-Nyavani,305
966094,Nyavhani,1568
966095,Khambela,65
985127,Mokwete,1634
985128,Mafatle,63
985129,Magnetite,1844
985130,Mogashoa,8584
985131,Magorong,843
985132,Lekwageng,1914
985133,Tshehlwaneng,3149
985134,Mampane,670
985135,Motsonko,211
985136,Riverside,5477
985137,GaMoloi,6373
985138,Glen Cowie,7966
985139,Maswiakae,4240
985140,GaMolopane,1581
985141,Mphofotse,332
985142,Bochabelo,103
985143,Mmantlanyane,523
985144,Ngwaritsana,409
965001,Gumbu,913
965002,Mutale Munic ,1992
965003,Sigonde,475
965004,Tshenzhelani,361
965005,Bende Mutale,781
965006,Madangani,708
965007,Masisi,1150
965008,Tshikuyu,337
965009,Ha-Nkotswi,114
965010,Tshilamusa,90
965011,Dovha,483
965012,Maramanzhi,664
965013,Bale,985
965014,Makavhini,709
965015,Tshamutavha,237
965016,Bileni,117
965017,Mapakoni,880
965018,Mataulu,1214
965019,Mabvete,1260
965020,Maseha,1008
965021,Matshena,1297
965022,Mukununde,189
965023,Mutele,728
965024,Thondoni,422
965025,Mukumawabane,388
965026,Sanari,976
965027,Mushithe,396
965028,Domboni,247
965029,Tshiungani,1138
965030,Tshikondeni A,103
965031,Dambale,420
965032,Tshikondeni B,431
965033,Zwigodini,706
965034,Tshipale,453
965035,Tshipise,1052
965036,Tshifunguduwe,139
965037,Mbodi Tsha Fasi,542
965038,Mbodi,234
965039,Kruger National Park,229
965040,Matatani,189
965041,Tshivhongweni,401
965042,Gwakwani,47
965043,Travenna,843
965044,Folovhodwe,2806
965045,Tahari,114
965046,Muraluwe,360
965047,Mukovhabale,861
965048,Muswodi,4124
965049,Marulwe,131
965050,Musunda,319
965051,Tshirunzini,178
965052,Mbuyuni,133
965053,Mpobuleni,155
965054,Tshokotshoko,148
965055,Shakadza,1719
965056,Tshamutore,80
965057,Ha-Makuya,1179
965058,Tshambuka,295
965059,Mutsuludi,25
965060,Masunda,299
965061,Tshitanzhe,206
965062,Lamvi,712
965063,Gumela,383
965064,Mutshikilini,1219
965088,Tsaande B,49
965089,Helula A,189
965090,Ha-Mabila,436
965091,Mukondeni,466
965092,Tshanzhe,726
965093,Matsheketsheke,426
965094,Mangaya,1252
965095,Makwilidza,346
965096,Maheni,605
965097,Tshitandani B,186
965098,Khunguni,139
965099,Tshitandani  A,255
965100,Thengwe,14490
965101,Tshilamba,2844
965102,Madashishi,289
965103,Mavhode,775
965104,Goma,43
965105,Tshamulungwi,556
965106,Mafhohoni,294
965107,Tshilavulu,616
965108,Fefe,371
965109,Mavhuwa,351
965110,Gogogo,808
965111,Mokololwe,170
965112,Ludzie,45
965113,Dzimauli,7354
965114,Mangwele,224
965115,Mufungudi,110
965116,Tshixwadza,429
965117,Mapuloni,1014
965118,Mutshavhawe,213
965119,Mabulo,332
965120,Tshagwa,395
965121,Luheni,503
965122,Dzamba,216
965123,Sheshe,852
965124,Muiladi,626
965125,Khakhu,3105
965126,Tshiavha,31
965127,Mazwimba,107
966001,Lamvi,1530
966002,Thulamela ,1399
966003,Mukondeni,61
966004,Vhurivhuri,2215
966005,Mavunde,1573
966006,Makhumbe,56
966007,Ha-Lambani,3450
966008,Sambandou,826
966009,Ka-Matiani,3073
966010,Tshitavha,2123
966011,Mutshenzheni,1062
966012,Lambani,1881
966013,Ka-Mhinga,10524
966014,Mubvumoni,2086
966015,Begwa,2066
966016,Lukalo,1532
966017,Mushiru,647
966018,Gaba,6340
966019,Tshaulu,2077
966020,Mutshetshe,673
966021,Dzwaboni,597
966022,Tshihalwe,568
966023,Tswera,1001
966024,Ka-Sunduza,3774
966025,Mahunguhwi,394
966026,Botsoleni,2002
966027,Mavhuwa,55
966028,Matangari,4062
966096,Tshiheni,1435
966097,Phaweni,1734
966098,Milaboni,343
966099,Mudunungu,1366
966100,Tshikombani,4084
966101,Tshirenzheni,1248
966102,Dopeni,6560
966103,Shanzha,631
966104,Mandala,3078
966105,Fondwe,1798
966106,Khalavha,3237
966107,Tshivhilidulu,1339
966108,Tshamutavha,184
966109,Ka-Vhele,2483
966110,Tshamutilikwa,814
966111,Mbahe,982
966112,Tshisinise,81
966113,Makahlule,1865
966114,Gondeni B,1471
966115,Malamangwa,495
966116,Vhudimbilu,658
966117,Mukomasiandu,764
966118,Sterkstroom,39
966119,Ka-Nghezimani,2170
966120,Ngudza,2855
966144,Makhasa,1121
966145,Xaswita,680
966146,Shikundu,1953
966147,Mangondi A,2373
966148,Makhuvha A,1050
966149,Dumasi,2154
966150,Tshikhudini,1464
966151,Hatshisele,4382
966152,Phugeni,1512
966153,Mphego,3003
966154,Tshilungoma,2526
966155,Kruger National Park,55
966156,Manyuwa,135
966157,Nghomunghom,1799
966158,Green Farm,3930
966159,Roadhouse,3710
966160,Gandlanani,3445
966161,Jerome,3413
966162,Mutoti,904
966163,Budeli,2362
966164,Mulenzhe,2566
966165,Mashobye,1638
966166,Duthuni,6345
966167,Makumbane,2219
